Instance 1 | Big:
Plants:
1.- Max distribution: 1747
-Send cost:
      -Zone 44: 408
      -Zone 45: 575
6.- Max manage: 152 | Operation cost: 941
-Send cost:
      -Zone 1: 765
      -Zone 2: 692
      -Zone 3: 342
      -Zone 4: 517
      -Zone 5: 662
      -Zone 6: 723
      -Zone 7: 283
      -Zone 8: 336
      -Zone 9: 359
      -Zone 10: 809
      -Zone 11: 939
      -Zone 12: 800
      -Zone 13: 468
      -Zone 14: 986
      -Zone 15: 853
      -Zone 16: 104
      -Zone 17: 789
      -Zone 18: 141
      -Zone 19: 284
      -Zone 20: 126
      -Zone 21: 559
      -Zone 22: 966
      -Zone 23: 192
      -Zone 24: 170
      -Zone 25: 488
      -Zone 26: 944
      -Zone 27: 382
      -Zone 28: 837
      -Zone 29: 372
      -Zone 30: 904
      -Zone 31: 364
      -Zone 32: 609
      -Zone 33: 197
      -Zone 34: 204
      -Zone 35: 920
      -Zone 36: 169
      -Zone 37: 922
      -Zone 38: 344
      -Zone 39: 602
      -Zone 40: 158
      -Zone 41: 473
      -Zone 42: 729
      -Zone 43: 918
      -Zone 44: 739
      -Zone 45: 111
7.- Max manage: 136 | Operation cost: 906
-Send cost:
      -Zone 1: 540
      -Zone 2: 844
      -Zone 3: 966
      -Zone 4: 282
      -Zone 5: 322
      -Zone 6: 1000
      -Zone 7: 195
      -Zone 8: 452
      -Zone 9: 720
      -Zone 10: 961
      -Zone 11: 554
      -Zone 12: 584
      -Zone 13: 944
      -Zone 14: 731
      -Zone 15: 443
      -Zone 16: 325
      -Zone 17: 836
      -Zone 18: 677
      -Zone 19: 488
      -Zone 20: 238
      -Zone 21: 784
      -Zone 22: 574
      -Zone 23: 752
      -Zone 24: 633
      -Zone 25: 794
      -Zone 26: 341
      -Zone 27: 693
      -Zone 28: 333
      -Zone 29: 801
      -Zone 30: 335
      -Zone 31: 323
      -Zone 32: 750
      -Zone 33: 403
      -Zone 34: 771
      -Zone 35: 710
      -Zone 36: 573
      -Zone 37: 369
      -Zone 38: 909
      -Zone 39: 181
      -Zone 40: 368
      -Zone 41: 953
      -Zone 42: 635
      -Zone 43: 835
      -Zone 44: 782
      -Zone 45: 696
8.- Max manage: 311 | Operation cost: 744
-Send cost:
      -Zone 1: 970
      -Zone 2: 799
      -Zone 3: 449
      -Zone 4: 418
      -Zone 5: 321
      -Zone 6: 738
      -Zone 7: 161
      -Zone 8: 780
      -Zone 9: 414
      -Zone 10: 489
      -Zone 11: 282
      -Zone 12: 601
      -Zone 13: 820
      -Zone 14: 670
      -Zone 15: 260
      -Zone 16: 373
      -Zone 17: 435
      -Zone 18: 134
      -Zone 19: 674
      -Zone 20: 405
      -Zone 21: 445
      -Zone 22: 864
      -Zone 23: 632
      -Zone 24: 714
      -Zone 25: 283
      -Zone 26: 243
      -Zone 27: 780
      -Zone 28: 579
      -Zone 29: 356
      -Zone 30: 977
      -Zone 31: 322
      -Zone 32: 310
      -Zone 33: 524
      -Zone 34: 201
      -Zone 35: 548
      -Zone 36: 236
      -Zone 37: 374
      -Zone 38: 634
      -Zone 39: 320
      -Zone 40: 669
      -Zone 41: 815
      -Zone 42: 739
      -Zone 43: 222
      -Zone 44: 812
      -Zone 45: 215
9.- Max manage: 992 | Operation cost: 1331
-Send cost:
      -Zone 1: 198
      -Zone 2: 360
      -Zone 3: 123
      -Zone 4: 553
      -Zone 5: 741
      -Zone 6: 942
      -Zone 7: 475
      -Zone 8: 499
      -Zone 9: 601
      -Zone 10: 445
      -Zone 11: 419
      -Zone 12: 901
      -Zone 13: 567
      -Zone 14: 787
      -Zone 15: 914
      -Zone 16: 897
      -Zone 17: 293
      -Zone 18: 205
      -Zone 19: 526
      -Zone 20: 727
      -Zone 21: 377
      -Zone 22: 937
      -Zone 23: 131
      -Zone 24: 803
      -Zone 25: 594
      -Zone 26: 688
      -Zone 27: 258
      -Zone 28: 895
      -Zone 29: 119
      -Zone 30: 120
      -Zone 31: 495
      -Zone 32: 981
      -Zone 33: 739
      -Zone 34: 544
      -Zone 35: 509
      -Zone 36: 256
      -Zone 37: 488
      -Zone 38: 664
      -Zone 39: 686
      -Zone 40: 944
      -Zone 41: 694
      -Zone 42: 121
      -Zone 43: 392
      -Zone 44: 666
      -Zone 45: 106
10.- Max manage: 844 | Operation cost: 1217
-Send cost:
      -Zone 1: 887
      -Zone 2: 248
      -Zone 3: 167
      -Zone 4: 942
      -Zone 5: 161
      -Zone 6: 702
      -Zone 7: 557
      -Zone 8: 467
      -Zone 9: 548
      -Zone 10: 550
      -Zone 11: 976
      -Zone 12: 462
      -Zone 13: 228
      -Zone 14: 200
      -Zone 15: 510
      -Zone 16: 464
      -Zone 17: 591
      -Zone 18: 476
      -Zone 19: 416
      -Zone 20: 950
      -Zone 21: 698
      -Zone 22: 128
      -Zone 23: 376
      -Zone 24: 868
      -Zone 25: 158
      -Zone 26: 561
      -Zone 27: 625
      -Zone 28: 929
      -Zone 29: 629
      -Zone 30: 925
      -Zone 31: 905
      -Zone 32: 231
      -Zone 33: 423
      -Zone 34: 151
      -Zone 35: 996
      -Zone 36: 485
      -Zone 37: 484
      -Zone 38: 561
      -Zone 39: 352
      -Zone 40: 305
      -Zone 41: 477
      -Zone 42: 652
      -Zone 43: 815
      -Zone 44: 741
      -Zone 45: 810
11.- Max manage: 534 | Operation cost: 1427
-Send cost:
      -Zone 1: 829
      -Zone 2: 880
      -Zone 3: 349
      -Zone 4: 628
      -Zone 5: 372
      -Zone 6: 106
      -Zone 7: 612
      -Zone 8: 606
      -Zone 9: 296
      -Zone 10: 543
      -Zone 11: 771
      -Zone 12: 396
      -Zone 13: 704
      -Zone 14: 789
      -Zone 15: 123
      -Zone 16: 482
      -Zone 17: 746
      -Zone 18: 337
      -Zone 19: 759
      -Zone 20: 653
      -Zone 21: 266
      -Zone 22: 190
      -Zone 23: 211
      -Zone 24: 794
      -Zone 25: 316
      -Zone 26: 499
      -Zone 27: 169
      -Zone 28: 216
      -Zone 29: 873
      -Zone 30: 479
      -Zone 31: 287
      -Zone 32: 288
      -Zone 33: 873
      -Zone 34: 523
      -Zone 35: 688
      -Zone 36: 969
      -Zone 37: 322
      -Zone 38: 117
      -Zone 39: 641
      -Zone 40: 221
      -Zone 41: 530
      -Zone 42: 556
      -Zone 43: 790
      -Zone 44: 659
      -Zone 45: 331
12.- Max manage: 360 | Operation cost: 1181
-Send cost:
      -Zone 1: 874
      -Zone 2: 649
      -Zone 3: 165
      -Zone 4: 877
      -Zone 5: 465
      -Zone 6: 272
      -Zone 7: 364
      -Zone 8: 646
      -Zone 9: 845
      -Zone 10: 882
      -Zone 11: 808
      -Zone 12: 670
      -Zone 13: 307
      -Zone 14: 955
      -Zone 15: 603
      -Zone 16: 125
      -Zone 17: 446
      -Zone 18: 866
      -Zone 19: 379
      -Zone 20: 472
      -Zone 21: 680
      -Zone 22: 400
      -Zone 23: 950
      -Zone 24: 761
      -Zone 25: 197
      -Zone 26: 884
      -Zone 27: 420
      -Zone 28: 478
      -Zone 29: 938
      -Zone 30: 375
      -Zone 31: 104
      -Zone 32: 331
      -Zone 33: 964
      -Zone 34: 291
      -Zone 35: 624
      -Zone 36: 474
      -Zone 37: 586
      -Zone 38: 449
      -Zone 39: 910
      -Zone 40: 630
      -Zone 41: 539
      -Zone 42: 545
      -Zone 43: 389
      -Zone 44: 279
      -Zone 45: 123
13.- Max manage: 717 | Operation cost: 798
-Send cost:
      -Zone 1: 418
      -Zone 2: 406
      -Zone 3: 877
      -Zone 4: 603
      -Zone 5: 676
      -Zone 6: 884
      -Zone 7: 146
      -Zone 8: 827
      -Zone 9: 949
      -Zone 10: 570
      -Zone 11: 677
      -Zone 12: 224
      -Zone 13: 280
      -Zone 14: 711
      -Zone 15: 814
      -Zone 16: 151
      -Zone 17: 361
      -Zone 18: 597
      -Zone 19: 711
      -Zone 20: 223
      -Zone 21: 208
      -Zone 22: 370
      -Zone 23: 783
      -Zone 24: 294
      -Zone 25: 355
      -Zone 26: 493
      -Zone 27: 179
      -Zone 28: 746
      -Zone 29: 454
      -Zone 30: 449
      -Zone 31: 142
      -Zone 32: 990
      -Zone 33: 174
      -Zone 34: 445
      -Zone 35: 671
      -Zone 36: 643
      -Zone 37: 355
      -Zone 38: 111
      -Zone 39: 997
      -Zone 40: 828
      -Zone 41: 658
      -Zone 42: 821
      -Zone 43: 215
      -Zone 44: 124
      -Zone 45: 755
14.- Max manage: 563 | Operation cost: 1421
-Send cost:
      -Zone 1: 763
      -Zone 2: 238
      -Zone 3: 752
      -Zone 4: 133
      -Zone 5: 340
      -Zone 6: 803
      -Zone 7: 779
      -Zone 8: 158
      -Zone 9: 108
      -Zone 10: 896
      -Zone 11: 866
      -Zone 12: 531
      -Zone 13: 875
      -Zone 14: 444
      -Zone 15: 159
      -Zone 16: 448
      -Zone 17: 898
      -Zone 18: 170
      -Zone 19: 355
      -Zone 20: 842
      -Zone 21: 305
      -Zone 22: 460
      -Zone 23: 816
      -Zone 24: 551
      -Zone 25: 515
      -Zone 26: 833
      -Zone 27: 237
      -Zone 28: 916
      -Zone 29: 148
      -Zone 30: 401
      -Zone 31: 561
      -Zone 32: 315
      -Zone 33: 663
      -Zone 34: 760
      -Zone 35: 907
      -Zone 36: 424
      -Zone 37: 879
      -Zone 38: 556
      -Zone 39: 590
      -Zone 40: 744
      -Zone 41: 450
      -Zone 42: 586
      -Zone 43: 700
      -Zone 44: 954
      -Zone 45: 188
15.- Max manage: 743 | Operation cost: 1172
-Send cost:
      -Zone 1: 610
      -Zone 2: 312
      -Zone 3: 836
      -Zone 4: 676
      -Zone 5: 111
      -Zone 6: 325
      -Zone 7: 730
      -Zone 8: 883
      -Zone 9: 951
      -Zone 10: 719
      -Zone 11: 464
      -Zone 12: 272
      -Zone 13: 665
      -Zone 14: 203
      -Zone 15: 316
      -Zone 16: 270
      -Zone 17: 549
      -Zone 18: 441
      -Zone 19: 119
      -Zone 20: 294
      -Zone 21: 595
      -Zone 22: 902
      -Zone 23: 921
      -Zone 24: 112
      -Zone 25: 532
      -Zone 26: 319
      -Zone 27: 516
      -Zone 28: 636
      -Zone 29: 341
      -Zone 30: 543
      -Zone 31: 556
      -Zone 32: 414
      -Zone 33: 372
      -Zone 34: 900
      -Zone 35: 425
      -Zone 36: 612
      -Zone 37: 838
      -Zone 38: 169
      -Zone 39: 595
      -Zone 40: 647
      -Zone 41: 419
      -Zone 42: 362
      -Zone 43: 114
      -Zone 44: 792
      -Zone 45: 674
16.- Max manage: 740 | Operation cost: 637
-Send cost:
      -Zone 1: 376
      -Zone 2: 726
      -Zone 3: 798
      -Zone 4: 449
      -Zone 5: 518
      -Zone 6: 964
      -Zone 7: 599
      -Zone 8: 926
      -Zone 9: 599
      -Zone 10: 975
      -Zone 11: 915
      -Zone 12: 624
      -Zone 13: 902
      -Zone 14: 334
      -Zone 15: 110
      -Zone 16: 933
      -Zone 17: 538
      -Zone 18: 804
      -Zone 19: 240
      -Zone 20: 933
      -Zone 21: 991
      -Zone 22: 559
      -Zone 23: 216
      -Zone 24: 780
      -Zone 25: 550
      -Zone 26: 290
      -Zone 27: 230
      -Zone 28: 927
      -Zone 29: 733
      -Zone 30: 391
      -Zone 31: 881
      -Zone 32: 743
      -Zone 33: 479
      -Zone 34: 379
      -Zone 35: 342
      -Zone 36: 392
      -Zone 37: 639
      -Zone 38: 168
      -Zone 39: 981
      -Zone 40: 295
      -Zone 41: 339
      -Zone 42: 609
      -Zone 43: 585
      -Zone 44: 673
      -Zone 45: 911
17.- Max manage: 411 | Operation cost: 1333
-Send cost:
      -Zone 1: 180
      -Zone 2: 245
      -Zone 3: 194
      -Zone 4: 575
      -Zone 5: 745
      -Zone 6: 277
      -Zone 7: 899
      -Zone 8: 416
      -Zone 9: 177
      -Zone 10: 973
      -Zone 11: 595
      -Zone 12: 579
      -Zone 13: 995
      -Zone 14: 709
      -Zone 15: 488
      -Zone 16: 357
      -Zone 17: 984
      -Zone 18: 996
      -Zone 19: 768
      -Zone 20: 722
      -Zone 21: 250
      -Zone 22: 410
      -Zone 23: 215
      -Zone 24: 547
      -Zone 25: 750
      -Zone 26: 472
      -Zone 27: 291
      -Zone 28: 906
      -Zone 29: 729
      -Zone 30: 858
      -Zone 31: 824
      -Zone 32: 107
      -Zone 33: 231
      -Zone 34: 284
      -Zone 35: 972
      -Zone 36: 569
      -Zone 37: 710
      -Zone 38: 278
      -Zone 39: 518
      -Zone 40: 483
      -Zone 41: 239
      -Zone 42: 986
      -Zone 43: 124
      -Zone 44: 175
      -Zone 45: 138
18.- Max manage: 385 | Operation cost: 961
-Send cost:
      -Zone 1: 171
      -Zone 2: 282
      -Zone 3: 292
      -Zone 4: 973
      -Zone 5: 237
      -Zone 6: 503
      -Zone 7: 590
      -Zone 8: 686
      -Zone 9: 445
      -Zone 10: 922
      -Zone 11: 437
      -Zone 12: 240
      -Zone 13: 216
      -Zone 14: 989
      -Zone 15: 381
      -Zone 16: 292
      -Zone 17: 621
      -Zone 18: 519
      -Zone 19: 290
      -Zone 20: 857
      -Zone 21: 282
      -Zone 22: 943
      -Zone 23: 756
      -Zone 24: 760
      -Zone 25: 433
      -Zone 26: 945
      -Zone 27: 621
      -Zone 28: 546
      -Zone 29: 171
      -Zone 30: 798
      -Zone 31: 525
      -Zone 32: 733
      -Zone 33: 567
      -Zone 34: 432
      -Zone 35: 213
      -Zone 36: 464
      -Zone 37: 982
      -Zone 38: 351
      -Zone 39: 147
      -Zone 40: 304
      -Zone 41: 352
      -Zone 42: 504
      -Zone 43: 549
      -Zone 44: 864
      -Zone 45: 318
19.- Max manage: 446 | Operation cost: 1124
-Send cost:
      -Zone 1: 129
      -Zone 2: 969
      -Zone 3: 743
      -Zone 4: 472
      -Zone 5: 755
      -Zone 6: 259
      -Zone 7: 433
      -Zone 8: 318
      -Zone 9: 386
      -Zone 10: 321
      -Zone 11: 554
      -Zone 12: 148
      -Zone 13: 190
      -Zone 14: 386
      -Zone 15: 973
      -Zone 16: 511
      -Zone 17: 814
      -Zone 18: 535
      -Zone 19: 581
      -Zone 20: 410
      -Zone 21: 209
      -Zone 22: 516
      -Zone 23: 604
      -Zone 24: 991
      -Zone 25: 390
      -Zone 26: 570
      -Zone 27: 264
      -Zone 28: 318
      -Zone 29: 150
      -Zone 30: 835
      -Zone 31: 537
      -Zone 32: 316
      -Zone 33: 988
      -Zone 34: 207
      -Zone 35: 770
      -Zone 36: 356
      -Zone 37: 661
      -Zone 38: 910
      -Zone 39: 541
      -Zone 40: 570
      -Zone 41: 609
      -Zone 42: 167
      -Zone 43: 661
      -Zone 44: 703
      -Zone 45: 985
20.- Max manage: 213 | Operation cost: 888
-Send cost:
      -Zone 1: 421
      -Zone 2: 253
      -Zone 3: 774
      -Zone 4: 444
      -Zone 5: 977
      -Zone 6: 644
      -Zone 7: 663
      -Zone 8: 621
      -Zone 9: 677
      -Zone 10: 198
      -Zone 11: 839
      -Zone 12: 384
      -Zone 13: 565
      -Zone 14: 188
      -Zone 15: 515
      -Zone 16: 838
      -Zone 17: 244
      -Zone 18: 589
      -Zone 19: 659
      -Zone 20: 557
      -Zone 21: 199
      -Zone 22: 518
      -Zone 23: 487
      -Zone 24: 106
      -Zone 25: 358
      -Zone 26: 628
      -Zone 27: 450
      -Zone 28: 144
      -Zone 29: 738
      -Zone 30: 481
      -Zone 31: 212
      -Zone 32: 114
      -Zone 33: 382
      -Zone 34: 746
      -Zone 35: 656
      -Zone 36: 859
      -Zone 37: 361
      -Zone 38: 649
      -Zone 39: 639
      -Zone 40: 453
      -Zone 41: 876
      -Zone 42: 228
      -Zone 43: 480
      -Zone 44: 888
      -Zone 45: 264
21.- Max manage: 846 | Operation cost: 1404
-Send cost:
      -Zone 1: 113
      -Zone 2: 526
      -Zone 3: 969
      -Zone 4: 113
      -Zone 5: 160
      -Zone 6: 204
      -Zone 7: 598
      -Zone 8: 580
      -Zone 9: 911
      -Zone 10: 242
      -Zone 11: 143
      -Zone 12: 189
      -Zone 13: 262
      -Zone 14: 300
      -Zone 15: 551
      -Zone 16: 122
      -Zone 17: 946
      -Zone 18: 732
      -Zone 19: 299
      -Zone 20: 828
      -Zone 21: 660
      -Zone 22: 332
      -Zone 23: 792
      -Zone 24: 538
      -Zone 25: 130
      -Zone 26: 954
      -Zone 27: 761
      -Zone 28: 653
      -Zone 29: 605
      -Zone 30: 998
      -Zone 31: 422
      -Zone 32: 957
      -Zone 33: 237
      -Zone 34: 956
      -Zone 35: 964
      -Zone 36: 377
      -Zone 37: 860
      -Zone 38: 933
      -Zone 39: 569
      -Zone 40: 275
      -Zone 41: 139
      -Zone 42: 768
      -Zone 43: 414
      -Zone 44: 410
      -Zone 45: 446
22.- Max manage: 635 | Operation cost: 894
-Send cost:
      -Zone 1: 920
      -Zone 2: 864
      -Zone 3: 283
      -Zone 4: 393
      -Zone 5: 852
      -Zone 6: 294
      -Zone 7: 228
      -Zone 8: 836
      -Zone 9: 342
      -Zone 10: 478
      -Zone 11: 413
      -Zone 12: 508
      -Zone 13: 840
      -Zone 14: 169
      -Zone 15: 816
      -Zone 16: 360
      -Zone 17: 752
      -Zone 18: 708
      -Zone 19: 433
      -Zone 20: 792
      -Zone 21: 486
      -Zone 22: 564
      -Zone 23: 778
      -Zone 24: 951
      -Zone 25: 395
      -Zone 26: 396
